a_max_f_micron,P_Band4_nterms2,omega_Band4_nterms2,P_times_omega_Band4_nterms2,P_Band5,omega_Band5,P_times_omega_Band5,P_Band6,omega_Band6,P_times_omega_Band6,P_Band7_nterms2,omega_Band7_nterms2,P_times_omega_Band7_nterms2
16.713124336724874,0.9999998252268457,0.002029007571252894,0.002029007216636841,0.9999996645121628,0.002873509923877778,0.0028735089598501485,0.9999990177286003,0.005239941275231855,0.005239936128187405,0.9999950869735885,0.013184929567870145,0.013184864789962945
17.103410003378404,0.9999998083120797,0.0021662788427438714,0.002166278427494385,0.9999996320361684,0.0030677400363385227,0.0030677389075211446,0.999998922589182,0.005593229622711473,0.00559322359650537,0.9999946103013642,0.014066308103625504,0.014066232290463906
17.502809639301013,0.9999997897597273,0.0023129420891309215,0.002312941602857346,0.999999596414986,0.0032752347796852583,0.003275233457849584,0.9999988182278441,0.005970520709743086,0.005970513653947955,0.9999940873016576,0.01500652498374394,0.015006436254688544
17.91153607433231,0.9999997694111724,0.002469642886002959,0.0024696423165309015,0.9999995573438171,0.003496902489634477,0.003496900941708969,0.9999987037496871,0.006373440742272049,0.006373432480697492,0.9999935134599961,0.016009422119899055,0.016009318274142034
18.329807108324356,0.9999997470924248,0.002637071064085591,0.0026370703971503426,0.999999514488294,0.003733713282550636,0.003733711469789131,0.9999985781728203,0.006803724069099228,0.006803714395379423,0.9999928838201511,0.01707907686329762,0.017078955325515007
18.757845627201604,0.9999997226126287,0.00281596369832741,0.0028159629172146423,0.9999994674816102,0.003986703158555572,0.003986701035562825,0.9999984404198782,0.007263220013416682,0.007263208685843128,0.9999921929406248,0.018219814080146522,0.018219671836976193
19.19587972173111,0.9999996957624229,0.003007108290972146,0.003007107376096806,0.9999994159213651,0.004256978360806296,0.004256975874396186,0.9999982893087114,0.0077539000801044485,0.007753886815575129,0.9999914348468055,0.01943621849161626,0.019436052017427357
19.644142809066278,0.9999996663121494,0.003211346159969271,0.0032113450883820734,0.9999993593661047,0.00454572000441554,0.004545717092273227,0.9999981235421664,0.008277865550864972,0.008277850017799314,0.9999906029783568,0.020733147223626975,0.020732952393793785
20.102873757128858,0.999999634009879,0.0034295760445470815,0.00342957478935613,0.999999297331529,0.004854188988801444,0.004854185577915889,0.9999979416968591,0.008837355478198014,0.008837337288241476,0.9999896901313494,0.022115742499617612,0.02211551448921733
20.572317011895567,0.9999995985792498,0.003662757940233403,0.0036627564699263627,0.9999992292863178,0.005183731207498655,0.005183727212326088,0.999997742210853,0.009434755087822842,0.009434733786135201,0.9999886883946064,0.02358944439569622,0.023589177561209762
21.052722727657073,0.9999995597170943,0.003911917176048117,0.003911915453697856,0.999999154647564,0.005535783069630459,0.005535778389942756,0.9999975233701235,0.010072604597391233,0.010072579651277752,0.999987589079676,0.025160003562072767,0.025159691303273207
21.544346900318835,0.9999995170908383,0.0041781487470065135,0.004178146729340205,0.9999990727757482,0.005911877347307636,0.005911871865671586,0.9999972832936926,0.010753608457139397,0.010753579242743474,0.9999863826437675,0.026833493797321094,0.026833128396077092
22.04745150381475,0.9999994703356384,0.00446262191544395,0.0044626195517521615,0.9999989829692348,0.006313649363166407,0.006313642941990764,0.9999970199172705,0.011480645015433458,0.011480610802161523,0.9999850586049416,0.028616324342683908,0.028615896774876783
